Darwin|-12.46,130.84,0|2015-08-08T13:46:00Z|Rain|+37.11|968.11|79
Darwin|-12.46,130.84,0|2015-08-09T11:55:12Z|Rain|+37.41|965.75|90
Darwin|-12.46,130.84,0|2015-08-10T10:04:24Z|Rain|+37.41|965.75|90
Darwin|-12.46,130.84,0|2015-08-11T08:13:36Z|Rain|+45.33|904.57|85
Darwin|-12.46,130.84,0|2015-08-12T06:22:48Z|Rain|+41.80|931.87|74
Darwin|-12.46,130.84,0|2015-08-13T04:32:00Z|Rain|+38.27|959.18|64
Cairns|-16.92,145.78,68|2015-06-12T21:09:12Z|Sunny|+32.99|972.30|37
Cairns|-16.92,145.78,68|2015-06-13T19:18:24Z|Sunny|+32.49|976.17|48
Cairns|-16.92,145.78,68|2015-06-14T17:27:36Z|Rain|+31.98|980.05|58
Cairns|-16.92,145.78,68|2015-06-15T15:36:48Z|Rain|+30.68|990.16|69
Cairns|-16.92,145.78,68|2015-06-16T13:46:00Z|Rain|+31.79|981.57|79
Cairns|-16.92,145.78,68|2015-06-17T11:55:12Z|Rain|+36.13|948.03|89
Cairns|-16.92,145.78,68|2015-06-18T10:04:24Z|Rain|+32.09|979.21|89
Cairns|-16.92,145.78,68|2015-06-19T08:13:36Z|Rain|+32.75|974.15|84
Cairns|-16.92,145.78,68|2015-06-20T06:22:48Z|Rain|+34.86|957.80|74
Cairns|-16.92,145.78,68|2015-06-21T04:32:00Z|Rain|+30.52|991.34|63
Brisbane|-27.47,153.03,0|2015-10-04T21:09:12Z|Sunny|+16.07|1037.59|37
Brisbane|-27.47,153.03,0|2015-10-05T19:18:24Z|Sunny|+20.41|1004.05|47
Brisbane|-27.47,153.03,0|2015-10-06T17:27:36Z|Rain|+21.52|995.46|57
Brisbane|-27.47,153.03,0|2015-10-07T15:36:48Z|Rain|+22.63|986.86|68
Brisbane|-27.47,153.03,0|2015-10-08T13:46:00Z|Rain|+24.55|972.03|78
Brisbane|-27.47,153.03,0|2015-10-09T11:55:12Z|Rain|+25.66|963.44|89
Brisbane|-27.47,153.03,0|2015-10-10T10:04:24Z|Rain|+24.85|969.67|89
Brisbane|-27.47,153.03,0|2015-10-11T08:13:36Z|Rain|+22.28|989.56|83
Brisbane|-27.47,153.03,0|2015-10-12T06:22:48Z|Sunny|+16.33|1035.57|73
Brisbane|-27.47,153.03,0|2015-10-13T04:32:00Z|Sunny|+19.25|1012.99|63
Alice Springs|-23.7,133.88,782|2015-06-17T21:09:12Z|Sunny|+20.44|1027.18|37
Alice Springs|-23.7,133.88,782|2015-06-18T19:18:24Z|Sunny|+20.75|1024.82|47
Alice Springs|-23.7,133.88,782|2015-06-19T17:27:36Z|Sunny|+21.05|1022.46|58
Alice Springs|-23.7,133.88,782|2015-06-20T15:36:48Z|Rain|+28.62|963.98|68
Alice Springs|-23.7,133.88,782|2015-06-21T13:46:00Z|Rain|+25.70|986.57|78
Alice Springs|-23.7,133.88,782|2015-06-22T11:55:12Z|Rain|+25.20|990.44|89
Alice Springs|-23.7,133.88,782|2015-06-23T10:04:24Z|Rain|+26.00|984.21|89
Alice Springs|-23.7,133.88,782|2015-06-24T08:13:36Z|Rain|+21.82|1016.56|84
Alice Springs|-23.7,133.88,782|2015-06-25T06:22:48Z|Sunny|+21.51|1018.92|73
Alice Springs|-23.7,133.88,782|2015-06-26T04:32:00Z|Sunny|+21.21|1021.28|63
Derby|-17.39,123.68,68|2015-06-04T21:09:12Z|Sunny|+37.18|936.96|37
Derby|-17.39,123.68,68|2015-06-05T19:18:24Z|Sunny|+38.29|928.37|48
Derby|-17.39,123.68,68|2015-06-06T17:27:36Z|Rain|+29.72|994.60|58
Derby|-17.39,123.68,68|2015-06-07T15:36:48Z|Rain|+30.03|992.24|69
Derby|-17.39,123.68,68|2015-06-08T13:46:00Z|Rain|+30.33|989.88|79
Derby|-17.39,123.68,68|2015-06-09T11:55:12Z|Rain|+30.64|987.52|89
Derby|-17.39,123.68,68|2015-06-10T10:04:24Z|Rain|+30.64|987.52|89
Derby|-17.39,123.68,68|2015-06-11T08:13:36Z|Rain|+30.49|988.70|84
Derby|-17.39,123.68,68|2015-06-12T06:22:48Z|Rain|+36.63|941.18|74
Derby|-17.39,123.68,68|2015-06-13T04:32:00Z|Rain|+30.68|987.19|63
Karratha|-20.73,116.86,0|2015-11-04T21:09:12Z|Sunny|+24.53|1014.06|37
Karratha|-20.73,116.86,0|2015-11-05T19:18:24Z|Sunny|+25.64|1005.47|48
Karratha|-20.73,116.86,0|2015-11-06T17:27:36Z|Rain|+29.97|971.93|58
Karratha|-20.73,116.86,0|2015-11-07T15:36:48Z|Rain|+31.09|963.34|68
Karratha|-20.73,116.86,0|2015-11-08T13:46:00Z|Rain|+32.20|954.74|79
Karratha|-20.73,116.86,0|2015-11-09T11:55:12Z|Rain|+34.12|939.91|89
Karratha|-20.73,116.86,0|2015-11-10T10:04:24Z|Rain|+32.50|952.38|89
Karratha|-20.73,116.86,0|2015-11-11T08:13:36Z|Rain|+30.74|966.03|84
Karratha|-20.73,116.86,0|2015-11-12T06:22:48Z|Rain|+27.21|993.34|73
Karratha|-20.73,116.86,0|2015-11-13T04:32:00Z|Rain|+29.32|976.99|63
Canberra|-35.3,149.13,816|2016-01-04T21:09:12Z|Sunny|+4.50|1078.40|36
Canberra|-35.3,149.13,816|2016-01-05T19:18:24Z|Sunny|+4.81|1076.04|46
Canberra|-35.3,149.13,816|2016-01-06T17:27:36Z|Sunny|+5.11|1073.68|57
Canberra|-35.3,149.13,816|2016-01-07T15:36:48Z|Sunny|+5.42|1071.32|67
Canberra|-35.3,149.13,816|2016-01-08T13:46:00Z|Sunny|+5.72|1068.97|78
Canberra|-35.3,149.13,816|2016-01-09T11:55:12Z|Rain|+6.03|1066.61|88
Canberra|-35.3,149.13,816|2016-01-10T10:04:24Z|Rain|+6.03|1066.61|88
Canberra|-35.3,149.13,816|2016-01-11T08:13:36Z|Sunny|+5.88|1067.79|83
Canberra|-35.3,149.13,816|2016-01-12T06:22:48Z|Sunny|+5.57|1070.14|72
Canberra|-35.3,149.13,816|2016-01-13T04:32:00Z|Rain|+14.14|1003.91|62
Hobart|-42.88,147.13,374|2015-06-04T21:09:12Z|Sunny|+2.15|1049.51|35
Hobart|-42.88,147.13,374|2015-06-05T19:18:24Z|Sunny|+3.26|1040.92|46
Hobart|-42.88,147.13,374|2015-06-06T17:27:36Z|Sunny|-5.30|1107.15|56
Hobart|-42.88,147.13,374|2015-06-07T15:36:48Z|Sunny|-5.00|1104.80|67
Hobart|-42.88,147.13,374|2015-06-08T13:46:00Z|Snow|-4.69|1102.44|77
Hobart|-42.88,147.13,374|2015-06-09T11:55:12Z|Snow|-4.39|1100.08|87
Hobart|-42.88,147.13,374|2015-06-10T10:04:24Z|Snow|-4.39|1100.08|87
Hobart|-42.88,147.13,374|2015-06-11T08:13:36Z|Snow|-4.54|1101.26|82
Hobart|-42.88,147.13,374|2015-06-12T06:22:48Z|Sunny|+1.61|1053.73|72
Hobart|-42.88,147.13,374|2015-06-13T04:32:00Z|Sunny|-4.34|1099.74|61
Unknown Frozen places|-66.6,151.21,0|2015-09-04T21:09:12Z|Sunny|-33.67|1179.20|34
Unknown Frozen places|-66.6,151.21,0|2015-09-05T19:18:24Z|Sunny|-32.56|1170.60|44
Unknown Frozen places|-66.6,151.21,0|2015-09-06T17:27:36Z|Sunny|-31.44|1162.01|54
Unknown Frozen places|-66.6,151.21,0|2015-09-07T15:36:48Z|Sunny|-29.53|1147.18|65
Unknown Frozen places|-66.6,151.21,0|2015-09-08T13:46:00Z|Snow|-28.41|1138.58|75
Unknown Frozen places|-66.6,151.21,0|2015-09-09T11:55:12Z|Snow|-36.98|1204.82|85
Unknown Frozen places|-66.6,151.21,0|2015-09-10T10:04:24Z|Snow|-28.11|1136.23|85
Unknown Frozen places|-66.6,151.21,0|2015-09-11T08:13:36Z|Snow|-30.68|1156.11|80
Unknown Frozen places|-66.6,151.21,0|2015-09-12T06:22:48Z|Sunny|-36.63|1202.12|70
Unknown Frozen places|-66.6,151.21,0|2015-09-13T04:32:00Z|Sunny|-35.32|1192.01|59
